scientificName,phyloTreeTipLabel,phyloTreeFileName,dynamicProperties,^ot:ottId,^ot:taxonLink,^skos:prefLabel,^ot:ottTaxonName,^ot:originalLabel
Physalis pubescens,Physalis pubescens,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Physalis pubescens', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Physalis pubescens', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",751072,"{'@tb:identifier.taxon': 22187, '@tb:identifier.taxonVariant': 51595, '@ubio': '2653671', '@uniprot': '300354'}",,Physalis pubescens,Physalis pubescens
Solanum brevifolium,Solanum brevifolium,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum brevifolium', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum brevifolium', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",515087,"{'@tb:identifier.taxon': 564513, '@tb:identifier.taxonVariant': 785366, '@ubio': '5862375', '@uniprot': '0'}",,Solanum brevifolium,Solanum brevifolium
Nicotiana obtusifolia,Nicotiana obtusifolia,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nicotiana obtusifolia', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nicotiana obtusifolia', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",232350,"{'@tb:identifier.taxon': 184586, '@tb:identifier.taxonVariant': 257215, '@ubio': '851018', '@uniprot': '200316'}",,Nicotiana obtusifolia,Nicotiana obtusifolia
Vestia lycioides,Vestia lycioides,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Vestia lycioides', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Vestia lycioides', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",43636,"{'@tb:identifier.taxon': 30648, '@tb:identifier.taxonVariant': 71496, '@ubio': '5972861', '@uniprot': '225659'}",,Vestia lycioides,Vestia lycioides
Cestrum luteovirescens,Cestrum luteovirescens,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Cestrum luteovirescens', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Cestrum luteovirescens', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",317969,"{'@tb:identifier.taxon': 336178, '@tb:identifier.taxonVariant': 374404, '@ubio': '10311501', '@uniprot': '385332'}",,Cestrum luteovirescens,Cestrum luteovirescens
Brunfelsia americana,Brunfelsia americana,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Brunfelsia americana', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Brunfelsia americana', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",748589,"{'@tb:identifier.taxon': 4113, '@tb:identifier.taxonVariant': 9954, '@ubio': '2653695', '@uniprot': '225614'}",,Brunfelsia americana,Brunfelsia americana
Solanum delitescens,Solanum delitescens,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum delitescens', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum delitescens', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",836458,"{'@tb:identifier.taxon': 27169, '@tb:identifier.taxonVariant': 63435, '@ubio': '3440484', '@uniprot': '205546'}",,Solanum delitescens,Solanum delitescens
Solanum maternum,Solanum maternum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum maternum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum maternum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",722343,"{'@tb:identifier.taxon': 40232, '@tb:identifier.taxonVariant': 93387, '@ubio': '5899063', '@uniprot': '265404'}",,Solanum maternum,Solanum maternum
Lycium athium,Lycium athium,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycium athium', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycium athium', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",660390,"{'@tb:identifier.taxon': 362371, '@tb:identifier.taxonVariant': 390396, '@ubio': '10330805', '@uniprot': '416525'}",,Lycium athium,Lycium athium
Petunia scheideana,Petunia scheideana,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Petunia scheideana', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Petunia scheideana', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",446937,"{'@tb:identifier.taxon': 283626, '@tb:identifier.taxonVariant': 336739, '@ubio': '3440291', '@uniprot': '323114'}",,Petunia scheideana,Petunia scheideana
Cestrum dasyanthum,Cestrum dasyanthum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Cestrum dasyanthum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Cestrum dasyanthum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",392649,"{'@tb:identifier.taxon': 36744, '@tb:identifier.taxonVariant': 85038, '@ubio': '9138995', '@uniprot': '385322'}",,Cestrum dasyanthum,Cestrum dasyanthum
Solanum arundo,Solanum arundo,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum arundo', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum arundo', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",535395,"{'@tb:identifier.taxon': 27132, '@tb:identifier.taxonVariant': 63357, '@ubio': '5983835', '@uniprot': '329761'}",,Solanum arundo,Solanum arundo
Solanum ehrenbergii,Solanum ehrenbergii,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum ehrenbergii', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum ehrenbergii', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",435432,"{'@tb:identifier.taxon': 183883, '@tb:identifier.taxonVariant': 256631, '@ubio': '3440420', '@uniprot': '199469'}",,Solanum ehrenbergii,Solanum ehrenbergii
Lycianthes saltensis,Lycianthes saltensis,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycianthes saltensis', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycianthes saltensis', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",864330,"{'@tb:identifier.taxon': 342863, '@tb:identifier.taxonVariant': 378930, '@ubio': '9118489', '@uniprot': '393164'}",,Lycianthes saltensis,Lycianthes saltensis
Solanum rostratum,Solanum rostratum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum rostratum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum rostratum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",121200,"{'@tb:identifier.taxon': 27264, '@tb:identifier.taxonVariant': 63627, '@ubio': '2653548', '@uniprot': '45839'}",,Solanum rostratum,Solanum rostratum
Markea ulei,Markea ulei,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Markea ulei', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Markea ulei', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",1011302,"{'@tb:identifier.taxon': 429023, '@tb:identifier.taxonVariant': 565234, '@ubio': '3440241', '@uniprot': '540814'}",,Markea ulei,Markea ulei
Cestrum diurnum,Cestrum diurnum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Cestrum diurnum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Cestrum diurnum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",239736,"{'@tb:identifier.taxon': 562401, '@tb:identifier.taxonVariant': 744799, '@ubio': '2653582', '@uniprot': '693370'}",,Cestrum diurnum,Cestrum diurnum
Solanum cookii,Solanum cookii,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum cookii', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum cookii', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",361007,"{'@tb:identifier.taxon': 349408, '@tb:identifier.taxonVariant': 382898, '@ubio': '9108368', '@uniprot': '400993'}",,Solanum cookii,Solanum cookii
Solanum pampasense,Solanum pampasense,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum pampasense', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum pampasense', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",1023754,"{'@tb:identifier.taxon': 278973, '@tb:identifier.taxonVariant': 332735, '@ubio': '5862798', '@uniprot': '317832'}",,Solanum pampasense,Solanum pampasense
Solanum lythrocarpum,Solanum lythrocarpum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum lythrocarpum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum lythrocarpum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",464534,"{'@tb:identifier.taxon': 619579, '@tb:identifier.taxonVariant': 829658, '@ubio': '8399997'}",,Solanum lythrocarpum,Solanum lythrocarpum
Solanum dioicum,Solanum dioicum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum dioicum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum dioicum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",518430,"{'@tb:identifier.taxon': 34292, '@tb:identifier.taxonVariant': 79163, '@ubio': '9108504', '@uniprot': '368031'}",,Solanum dioicum,Solanum dioicum
Anthocercis sylvicola,Anthocercis sylvicola,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Anthocercis sylvicola', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Anthocercis sylvicola', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",286574,"{'@tb:identifier.taxon': 1857, '@tb:identifier.taxonVariant': 4538, '@ubio': '5969242', '@uniprot': '195722'}",,Anthocercis sylvicola,Anthocercis sylvicola
Lycium grandicalyx,Lycium grandicalyx,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycium grandicalyx', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycium grandicalyx', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",86086,"{'@tb:identifier.taxon': 362378, '@tb:identifier.taxonVariant': 390408, '@ubio': '10330809', '@uniprot': '416532'}",,Lycium grandicalyx,Lycium grandicalyx
Jaltomata viridiflora,Jaltomata viridiflora,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Jaltomata viridiflora', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Jaltomata viridiflora', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",68630,"{'@tb:identifier.taxon': 14830, '@tb:identifier.taxonVariant': 34859, '@ubio': '9183695'}",,Jaltomata viridiflora,Jaltomata viridiflora
Jaltomata ventricosa,Jaltomata ventricosa,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Jaltomata ventricosa', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Jaltomata ventricosa', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",68620,"{'@tb:identifier.taxon': 14829, '@tb:identifier.taxonVariant': 34855, '@ubio': '9183720'}",,Jaltomata ventricosa,Jaltomata ventricosa
Lycium amoenum,Lycium amoenum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycium amoenum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycium amoenum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",660388,"{'@tb:identifier.taxon': 362370, '@tb:identifier.taxonVariant': 390394, '@ubio': '10330803', '@uniprot': '416524'}",,Lycium amoenum,Lycium amoenum
Lycianthes tricolor,Lycianthes tricolor,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycianthes tricolor', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycianthes tricolor', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",864323,"{'@tb:identifier.taxon': 342867, '@tb:identifier.taxonVariant': 503524, '@ubio': '9170129', '@uniprot': '393168'}",,Lycianthes tricolor,Lycianthes tricolor
Ipomoea,Ipomoea,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Ipomoea', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Ipomoea', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",494853,"{'@tb:identifier.taxon': 14651, '@tb:identifier.taxonVariant': 34416, '@ubio': '2653799', '@uniprot': '4119'}",,Ipomoea,Ipomoea
Cestrum roseum,Cestrum roseum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Cestrum roseum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Cestrum roseum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",242624,"{'@tb:identifier.taxon': 36727, '@tb:identifier.taxonVariant': 85001, '@ubio': '9138413', '@uniprot': '385340'}",,Cestrum roseum,Cestrum roseum
Nolana confinis,Nolana confinis,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nolana confinis', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nolana confinis', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",849817,"{'@tb:identifier.taxon': 95028, '@tb:identifier.taxonVariant': 174199, '@ubio': '5957953', '@uniprot': '84178'}",,Nolana confinis,Nolana confinis
Solanum cataphractum,Solanum cataphractum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum cataphractum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum cataphractum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",1044890,"{'@tb:identifier.taxon': 34295, '@tb:identifier.taxonVariant': 79169, '@ubio': '9210276', '@uniprot': '368028'}",,Solanum cataphractum,Solanum cataphractum
Solanum mortonii,Solanum mortonii,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum mortonii', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum mortonii', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",464554,"{'@tb:identifier.taxon': 604567, '@tb:identifier.taxonVariant': 806759, '@ubio': '9218516'}",,Solanum mortonii,Solanum mortonii
Lycium americanum,Lycium americanum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycium americanum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycium americanum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",40034,"{'@tb:identifier.taxon': 116722, '@tb:identifier.taxonVariant': 195074, '@ubio': '2783541', '@uniprot': '112861'}",,Lycium americanum,Lycium americanum
Solanum symonii,Solanum symonii,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum symonii', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum symonii', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",765652,"{'@tb:identifier.taxon': 349422, '@tb:identifier.taxonVariant': 382913, '@ubio': '9109829', '@uniprot': '401008'}",,Solanum symonii,Solanum symonii
Nicotiana tomentosiformis,Nicotiana tomentosiformis,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nicotiana tomentosiformis', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nicotiana tomentosiformis', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",229330,"{'@tb:identifier.taxon': 50908, '@tb:identifier.taxonVariant': 120504, '@ubio': '3440282', '@uniprot': '4098'}",,Nicotiana tomentosiformis,Nicotiana tomentosiformis
Jaltomata bernardelloana,Jaltomata bernardelloana,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Jaltomata bernardelloana', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Jaltomata bernardelloana', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",482492,"{'@tb:identifier.taxon': 570323, '@tb:identifier.taxonVariant': 790619, '@ubio': '3440129'}",,Jaltomata bernardelloana,Jaltomata bernardelloana
Solanum nigrum,Solanum nigrum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum nigrum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum nigrum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",494831,"{'@tb:identifier.taxon': 50913, '@tb:identifier.taxonVariant': 120511, '@ubio': '2676628', '@uniprot': '4112'}",,Solanum nigrum,Solanum nigrum
Lycium schizocalyx,Lycium schizocalyx,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycium schizocalyx', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycium schizocalyx', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",913565,"{'@tb:identifier.taxon': 116741, '@tb:identifier.taxonVariant': 195093, '@ubio': '5960512', '@uniprot': '112881'}",,Lycium schizocalyx,Lycium schizocalyx
Solanum agrarium,Solanum agrarium,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum agrarium', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum agrarium', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",80983,"{'@tb:identifier.taxon': 27123, '@tb:identifier.taxonVariant': 63339, '@ubio': '3440605', '@uniprot': '282181'}",,Solanum agrarium,Solanum agrarium
Solanum oldfieldii,Solanum oldfieldii,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum oldfieldii', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum oldfieldii', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",800989,"{'@tb:identifier.taxon': 619584, '@tb:identifier.taxonVariant': 829663, '@ubio': '9109274'}",,Solanum oldfieldii,Solanum oldfieldii
Nicotiana palmeri,Nicotiana palmeri,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nicotiana palmeri', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nicotiana palmeri', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",882072,"{'@tb:identifier.taxon': 70736, '@tb:identifier.taxonVariant': 146879, '@ubio': '2771318', '@uniprot': '49453'}",,Nicotiana palmeri,Nicotiana palmeri
Anthotroche walcottii,Anthotroche walcottii,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Anthotroche walcottii', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Anthotroche walcottii', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",286568,"{'@tb:identifier.taxon': 1875, '@tb:identifier.taxonVariant': 4574, '@ubio': '5969246', '@uniprot': '195727'}",,Anthotroche walcottii,Anthotroche walcottii
Solanum ferocissimum,Solanum ferocissimum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum ferocissimum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum ferocissimum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",261788,"{'@tb:identifier.taxon': 27179, '@tb:identifier.taxonVariant': 63458, '@ubio': '5970594', '@uniprot': '205551'}",,Solanum ferocissimum,Solanum ferocissimum
Lycium elongatum,Lycium elongatum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycium elongatum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycium elongatum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",560949,"{'@tb:identifier.taxon': 116733, '@tb:identifier.taxonVariant': 195086, '@ubio': '5960509', '@uniprot': '112872'}",,Lycium elongatum,Lycium elongatum
Cyphanthera odgersii,Cyphanthera odgersii,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Cyphanthera odgersii', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Cyphanthera odgersii', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",810419,"{'@tb:identifier.taxon': 8151, '@tb:identifier.taxonVariant': 19615, '@ubio': '5969251', '@uniprot': '195734'}",,Cyphanthera odgersii,Cyphanthera odgersii
Solanum repandum,Solanum repandum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum repandum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum repandum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",835543,"{'@tb:identifier.taxon': 27259, '@tb:identifier.taxonVariant': 63616, '@ubio': '5973116', '@uniprot': '227727'}",,Solanum repandum,Solanum repandum
Nicotiana trigonophylla,Nicotiana trigonophylla,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nicotiana trigonophylla', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nicotiana trigonophylla', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",210474,"{'@tb:identifier.taxon': 121196, '@tb:identifier.taxonVariant': 199004, '@ubio': '2771319', '@uniprot': '118711'}",,Nicotiana trigonophylla,Nicotiana trigonophylla
Physalis microphysa,Physalis microphysa,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Physalis microphysa', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Physalis microphysa', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",631588,"{'@tb:identifier.taxon': 22178, '@tb:identifier.taxonVariant': 51570, '@ubio': '3440327', '@uniprot': '304118'}",,Physalis microphysa,Physalis microphysa
Nierembergia tucumanensis,Nierembergia tucumanensis,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nierembergia tucumanensis', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nierembergia tucumanensis', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",898762,"{'@tb:identifier.taxon': 41292, '@tb:identifier.taxonVariant': 96250, '@ubio': '9224212', '@uniprot': '274388'}",,Nierembergia tucumanensis,Nierembergia tucumanensis
Nicotiana kawakamii,Nicotiana kawakamii,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nicotiana kawakamii', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nicotiana kawakamii', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",967554,"{'@tb:identifier.taxon': 76037, '@tb:identifier.taxonVariant': 153271, '@ubio': '5883738', '@uniprot': '57321'}",,Nicotiana kawakamii,Nicotiana kawakamii
Solanum quadrangulare,Solanum quadrangulare,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum quadrangulare', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum quadrangulare', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",158098,"{'@tb:identifier.taxon': 27255, '@tb:identifier.taxonVariant': 63610, '@ubio': '5970601', '@uniprot': '205575'}",,Solanum quadrangulare,Solanum quadrangulare
Lycium bosciifolium,Lycium bosciifolium,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycium bosciifolium', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycium bosciifolium', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",596960,"{'@tb:identifier.taxon': 301695, '@tb:identifier.taxonVariant': 350381, '@ubio': '9164427', '@uniprot': '343880'}",,Lycium bosciifolium,Lycium bosciifolium
Capsicum minutiflorum,Capsicum minutiflorum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Capsicum minutiflorum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Capsicum minutiflorum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",914543,"{'@tb:identifier.taxon': 342842, '@tb:identifier.taxonVariant': 378910, '@ubio': '3439927', '@uniprot': '393143'}",,Capsicum minutiflorum,Capsicum minutiflorum
