scientificName,phyloTreeTipLabel,phyloTreeFileName,dynamicProperties,^ot:ottId,^ot:taxonLink,^skos:prefLabel,^ot:ottTaxonName,^ot:originalLabel
Lycianthes pseudolycioides,Lycianthes pseudolycioides,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycianthes pseudolycioides', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycianthes pseudolycioides', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",864340,"{'@tb:identifier.taxon': 342860, '@tb:identifier.taxonVariant': 378927, '@ubio': '3440163', '@uniprot': '393161'}",,Lycianthes pseudolycioides,Lycianthes pseudolycioides
Solanum capsicastrum,Solanum capsicastrum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum capsicastrum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum capsicastrum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",885665,"{'@tb:identifier.taxon': 349404, '@tb:identifier.taxonVariant': 382894, '@ubio': '2669388', '@uniprot': '400989'}",,Solanum capsicastrum,Solanum capsicastrum
Nolana aplocaryoides,Nolana aplocaryoides,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nolana aplocaryoides', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nolana aplocaryoides', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",696749,"{'@tb:identifier.taxon': 95022, '@tb:identifier.taxonVariant': 174193, '@ubio': '5845976', '@uniprot': '84172'}",,Nolana aplocaryoides,Nolana aplocaryoides
Lycium shockleyi,Lycium shockleyi,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycium shockleyi', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycium shockleyi', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",109774,"{'@tb:identifier.taxon': 127955, '@tb:identifier.taxonVariant': 205504, '@ubio': '2653625', '@uniprot': '127639'}",,Lycium shockleyi,Lycium shockleyi
Lycianthes fasciculata,Lycianthes fasciculata,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycianthes fasciculata', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycianthes fasciculata', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",914560,"{'@tb:identifier.taxon': 342848, '@tb:identifier.taxonVariant': 378915, '@ubio': '3440162', '@uniprot': '393149'}",,Lycianthes fasciculata,Lycianthes fasciculata
Solanum cinereum,Solanum cinereum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum cinereum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum cinereum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",311860,"{'@tb:identifier.taxon': 27154, '@tb:identifier.taxonVariant': 63404, '@ubio': '5970591', '@uniprot': '205539'}",,Solanum cinereum,Solanum cinereum
Solanum enantiophyllanthum,Solanum enantiophyllanthum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum enantiophyllanthum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum enantiophyllanthum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",5521817,"{'@tb:identifier.taxon': 619563, '@tb:identifier.taxonVariant': 829642, '@ubio': '9127384'}",,Solanum enantiophyllanthum,Solanum enantiophyllanthum
Cestrum elegans,Cestrum elegans,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Cestrum elegans', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Cestrum elegans', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",904620,"{'@tb:identifier.taxon': 5487, '@tb:identifier.taxonVariant': 13299, '@ubio': '3439982', '@uniprot': '103475'}",,Cestrum elegans,Cestrum elegans
Physalis melanocystis,Physalis melanocystis,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Physalis melanocystis', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Physalis melanocystis', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",264834,"{'@tb:identifier.taxon': 22176, '@tb:identifier.taxonVariant': 51568, '@ubio': '5981233', '@uniprot': '304125'}",,Physalis melanocystis,Physalis melanocystis
Solanum vespertilio,Solanum vespertilio,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum vespertilio', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum vespertilio', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",975898,"{'@tb:identifier.taxon': 27296, '@tb:identifier.taxonVariant': 63690, '@ubio': '5960784', '@uniprot': '115670'}",,Solanum vespertilio,Solanum vespertilio
Symonanthus bancroftii,Symonanthus bancroftii,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Symonanthus bancroftii', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Symonanthus bancroftii', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",439854,"{'@tb:identifier.taxon': 28335, '@tb:identifier.taxonVariant': 66077, '@ubio': '5969254', '@uniprot': '195743'}",,Symonanthus bancroftii,Symonanthus bancroftii
Nicotiana langsdorffii,Nicotiana langsdorffii,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nicotiana langsdorffii', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nicotiana langsdorffii', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",733968,"{'@tb:identifier.taxon': 121185, '@tb:identifier.taxonVariant': 198994, '@ubio': '2669882', '@uniprot': '118700'}",,Nicotiana langsdorffii,Nicotiana langsdorffii
Leucophysalis nana,Leucophysalis nana,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Leucophysalis nana', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Leucophysalis nana', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",839476,"{'@tb:identifier.taxon': 15850, '@tb:identifier.taxonVariant': 37169, '@ubio': '2653611', '@uniprot': '304110'}",,Leucophysalis nana,Leucophysalis nana
Nicotiana picilla,Nicotiana picilla,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nicotiana picilla', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nicotiana picilla', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",806475,"{'@tb:identifier.taxon': 184593, '@tb:identifier.taxonVariant': 257223, '@ubio': '5970019', '@uniprot': '200323'}",,Nicotiana picilla,Nicotiana picilla
Lycianthes geminiflora,Lycianthes geminiflora,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycianthes geminiflora', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycianthes geminiflora', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",339698,"{'@tb:identifier.taxon': 342850, '@tb:identifier.taxonVariant': 378917, '@ubio': '9117902', '@uniprot': '393151'}",,Lycianthes geminiflora,Lycianthes geminiflora
Solanum paniculatum,Solanum paniculatum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum paniculatum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum paniculatum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",168867,"{'@tb:identifier.taxon': 27239, '@tb:identifier.taxonVariant': 63582, '@ubio': '3440506', '@uniprot': '329794'}",,Solanum paniculatum,Solanum paniculatum
Plowmania nyctaginoides,Plowmania nyctaginoides,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Plowmania nyctaginoides', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Plowmania nyctaginoides', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",383957,"{'@tb:identifier.taxon': 429033, '@tb:identifier.taxonVariant': 565244, '@ubio': '9183626', '@uniprot': '540829'}",,Plowmania nyctaginoides,Plowmania nyctaginoides
Solanum pubigerum,Solanum pubigerum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum pubigerum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum pubigerum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",210903,"{'@tb:identifier.taxon': 27252, '@tb:identifier.taxonVariant': 63605, '@ubio': '5970599', '@uniprot': '205573'}",,Solanum pubigerum,Solanum pubigerum
Mellissia begoniifolia,Mellissia begoniifolia,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Mellissia begoniifolia', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Mellissia begoniifolia', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",1011315,"{'@tb:identifier.taxon': 477358, '@tb:identifier.taxonVariant': 632691, '@ubio': '7151697', '@uniprot': '540818'}",,Mellissia begoniifolia,Mellissia begoniifolia
Schizanthus lacteus,Schizanthus lacteus,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Schizanthus lacteus', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Schizanthus lacteus', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",668618,"{'@tb:identifier.taxon': 315567, '@tb:identifier.taxonVariant': 360789, '@ubio': '5985523', '@uniprot': '360631'}",,Schizanthus lacteus,Schizanthus lacteus
Solanum sibundoyense,Solanum sibundoyense,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum sibundoyense', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum sibundoyense', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",509386,"{'@tb:identifier.taxon': 238251, '@tb:identifier.taxonVariant': 300311, '@ubio': '5993468', '@uniprot': '265415'}",,Solanum sibundoyense,Solanum sibundoyense
Solanum kurzii,Solanum kurzii,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum kurzii', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum kurzii', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",991016,"{'@tb:identifier.taxon': 619574, '@tb:identifier.taxonVariant': 829653, '@ubio': '9228437'}",,Solanum kurzii,Solanum kurzii
Solanum conicum,Solanum conicum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum conicum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum conicum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",271289,"{'@tb:identifier.taxon': 564516, '@tb:identifier.taxonVariant': 785369, '@ubio': '9126126', '@uniprot': '0'}",,Solanum conicum,Solanum conicum
Solanum arnezii,Solanum arnezii,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum arnezii', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum arnezii', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",973475,"{'@tb:identifier.taxon': 278960, '@tb:identifier.taxonVariant': 561292, '@ubio': '5872922', '@uniprot': '317819'}",,Solanum arnezii,Solanum arnezii
Lycianthes surotatensis,Lycianthes surotatensis,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycianthes surotatensis', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycianthes surotatensis', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",27694,"{'@tb:identifier.taxon': 218458, '@tb:identifier.taxonVariant': 285147, '@ubio': '3440185', '@uniprot': '241758'}",,Lycianthes surotatensis,Lycianthes surotatensis
Solanum bicorne,Solanum bicorne,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum bicorne', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum bicorne', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",105115,"{'@tb:identifier.taxon': 344943, '@tb:identifier.taxonVariant': 380211, '@ubio': '9124567', '@uniprot': '395916'}",,Solanum bicorne,Solanum bicorne
Physalis angustifolia,Physalis angustifolia,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Physalis angustifolia', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Physalis angustifolia', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",788341,"{'@tb:identifier.taxon': 22154, '@tb:identifier.taxonVariant': 51517, '@ubio': '2653660', '@uniprot': '304137'}",,Physalis angustifolia,Physalis angustifolia
Solanum grayi,Solanum grayi,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum grayi', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum grayi', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",985885,"{'@tb:identifier.taxon': 537256, '@tb:identifier.taxonVariant': 712706}",,Solanum grayi,Solanum grayi
Physalis hederifolia,Physalis hederifolia,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Physalis hederifolia', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Physalis hederifolia', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",788335,"{'@tb:identifier.taxon': 267722, '@tb:identifier.taxonVariant': 323597, '@ubio': '2653666', '@uniprot': '304132'}",,Physalis hederifolia,Physalis hederifolia
Lycium parishii,Lycium parishii,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycium parishii', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycium parishii', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",109769,"{'@tb:identifier.taxon': 127953, '@tb:identifier.taxonVariant': 205502, '@ubio': '2653623', '@uniprot': '127637'}",,Lycium parishii,Lycium parishii
Solanum moxosense,Solanum moxosense,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum moxosense', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum moxosense', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",800981,,,Solanum moxosense,Solanum moxosense
Cestrum endlicheri,Cestrum endlicheri,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Cestrum endlicheri', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Cestrum endlicheri', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",392647,"{'@tb:identifier.taxon': 36743, '@tb:identifier.taxonVariant': 85037, '@ubio': '9112990', '@uniprot': '385323'}",,Cestrum endlicheri,Cestrum endlicheri
Jaltomata darcyana,Jaltomata darcyana,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Jaltomata darcyana', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Jaltomata darcyana', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",1058966,"{'@tb:identifier.taxon': 570312, '@tb:identifier.taxonVariant': 790587, '@ubio': '8447439'}",,Jaltomata darcyana,Jaltomata darcyana
Solanum panduriforme,Solanum panduriforme,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum panduriforme', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum panduriforme', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",580611,"{'@tb:identifier.taxon': 27238, '@tb:identifier.taxonVariant': 63580, '@ubio': '5888916', '@uniprot': '329793'}",,Solanum panduriforme,Solanum panduriforme
Lycianthes ciliolata,Lycianthes ciliolata,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycianthes ciliolata', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycianthes ciliolata', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",997078,"{'@tb:identifier.taxon': 16489, '@tb:identifier.taxonVariant': 38654, '@ubio': '1800463', '@uniprot': '180574'}",,Lycianthes ciliolata,Lycianthes ciliolata
Duboisia leichhardtii,Duboisia leichhardtii,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Duboisia leichhardtii', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Duboisia leichhardtii', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",810423,"{'@tb:identifier.taxon': 9638, '@tb:identifier.taxonVariant': 23044, '@ubio': '2669857', '@uniprot': '195736'}",,Duboisia leichhardtii,Duboisia leichhardtii
Nicotiana acuminata,Nicotiana acuminata,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nicotiana acuminata', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nicotiana acuminata', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",378999,"{'@tb:identifier.taxon': 19087, '@tb:identifier.taxonVariant': 44427, '@ubio': '2653644', '@uniprot': '4086'}",,Nicotiana acuminata,Nicotiana acuminata
