scientificName,phyloTreeTipLabel,phyloTreeFileName,^skos:prefLabel,^ot:originalLabel,^ot:ottTaxonName,^ot:taxonLink,^ot:ottId
Lycianthes stephanocalyx,Lycianthes stephanocalyx,ot_1003_Tr100305.nex,-,Lycianthes stephanocalyx,Lycianthes stephanocalyx,"{'@tb:identifier.taxon': 342865, '@tb:identifier.taxonVariant': 378932, '@ubio': '3440178', '@uniprot': '393166'}",864334
Solanum argopetalum,Solanum argopetalum,ot_1003_Tr100305.nex,-,Solanum argopetalum,Solanum argopetalum,"{'@tb:identifier.taxon': 619552, '@tb:identifier.taxonVariant': 829631, '@ubio': '8400139'}",364018
Tsoala tubiflora,Tsoala tubiflora,ot_1003_Tr100305.nex,-,Tsoala tubiflora,Tsoala tubiflora,"{'@tb:identifier.taxon': 429037, '@tb:identifier.taxonVariant': 565251, '@ubio': '9186783', '@uniprot': '540836'}",960303
Solanum vaccinioides,Solanum vaccinioides,ot_1003_Tr100305.nex,-,Solanum vaccinioides,Solanum vaccinioides,"{'@tb:identifier.taxon': 344945, '@tb:identifier.taxonVariant': 380215, '@ubio': '9231233', '@uniprot': '395918'}",105111
Acnistus arborescens,Acnistus arborescens,ot_1003_Tr100305.nex,-,Acnistus arborescens,Acnistus arborescens,"{'@tb:identifier.taxon': 35218, '@tb:identifier.taxonVariant': 81623, '@ubio': '2653691', '@uniprot': '362341'}",501120
Solanum cordovense,Solanum cordovense,ot_1003_Tr100305.nex,-,Solanum cordovense,Solanum cordovense,"{'@tb:identifier.taxon': 632143, '@tb:identifier.taxonVariant': 847155, '@ubio': '9152834', '@uniprot': '52876'}",326643
Solanum semiarmatum,Solanum semiarmatum,ot_1003_Tr100305.nex,-,Solanum semiarmatum,Solanum semiarmatum,"{'@tb:identifier.taxon': 619640, '@tb:identifier.taxonVariant': 829728, '@ubio': '9109671'}",192056
Nolana spathulata,Nolana spathulata,ot_1003_Tr100305.nex,-,Nolana spathulata,Nolana spathulata,"{'@tb:identifier.taxon': 59768, '@tb:identifier.taxonVariant': 132894, '@ubio': '5845986', '@uniprot': '33124'}",925284
Solanum mammosum,Solanum mammosum,ot_1003_Tr100305.nex,-,Solanum mammosum,Solanum mammosum,"{'@tb:identifier.taxon': 27213, '@tb:identifier.taxonVariant': 63533, '@ubio': '2653562', '@uniprot': '115667'}",399736
Jaltomata biflora,Jaltomata biflora,ot_1003_Tr100305.nex,-,Jaltomata biflora,Jaltomata biflora,"{'@tb:identifier.taxon': 570326, '@tb:identifier.taxonVariant': 790625, '@ubio': '9150764'}",482496
Lycium infaustum,Lycium infaustum,ot_1003_Tr100305.nex,-,Lycium infaustum,Lycium infaustum,"{'@tb:identifier.taxon': 301700, '@tb:identifier.taxonVariant': 350391, '@ubio': '5984648', '@uniprot': '343885'}",596971
Solanum echinatum,Solanum echinatum,ot_1003_Tr100305.nex,-,Solanum echinatum,Solanum echinatum,"{'@tb:identifier.taxon': 27174, '@tb:identifier.taxonVariant': 63450, '@ubio': '5970593', '@uniprot': '205549'}",836446
Physalis acutifolia,Physalis acutifolia,ot_1003_Tr100305.nex,-,Physalis acutifolia,Physalis acutifolia,"{'@tb:identifier.taxon': 22151, '@tb:identifier.taxonVariant': 51510, '@ubio': '2653657', '@uniprot': '304134'}",788348
Lycium pilifolium,Lycium pilifolium,ot_1003_Tr100305.nex,-,Lycium pilifolium,Lycium pilifolium,"{'@tb:identifier.taxon': 116737, '@tb:identifier.taxonVariant': 195090, '@ubio': '5960510', '@uniprot': '112877'}",560938
Solanum sejunctum,Solanum sejunctum,ot_1003_Tr100305.nex,-,Solanum sejunctum,Solanum sejunctum,"{'@tb:identifier.taxon': 289150, '@tb:identifier.taxonVariant': 340864, '@ubio': '5983851', '@uniprot': '329799'}",1001981
Datura bernhardii,Datura bernhardii,ot_1003_Tr100305.nex,-,Datura bernhardii,Datura bernhardii,"{'@tb:identifier.taxon': 619537, '@tb:identifier.taxonVariant': 829613, '@ubio': '5832823'}",644786
Jaltomata nigricolor,Jaltomata nigricolor,ot_1003_Tr100305.nex,-,Jaltomata nigricolor,Jaltomata nigricolor,-,532701
Lycium dasystemum,Lycium dasystemum,ot_1003_Tr100305.nex,-,Lycium dasystemum,Lycium dasystemum,"{'@tb:identifier.taxon': 619544, '@tb:identifier.taxonVariant': 829623, '@ubio': '9177100'}",798223
Brugmansia aurea,Brugmansia aurea,ot_1003_Tr100305.nex,-,Brugmansia aurea,Brugmansia aurea,"{'@tb:identifier.taxon': 326606, '@tb:identifier.taxonVariant': 368171, '@ubio': '3409335', '@uniprot': '374040'}",155108
Petunia bonjardinensis,Petunia bonjardinensis,ot_1003_Tr100305.nex,-,Petunia bonjardinensis,Petunia bonjardinensis,"{'@tb:identifier.taxon': 283619, '@tb:identifier.taxonVariant': 336730, '@ubio': '5912958', '@uniprot': '323107'}",973023
Solanum lycopersicoides,Solanum lycopersicoides,ot_1003_Tr100305.nex,-,Solanum lycopersicoides,Solanum lycopersicoides,"{'@tb:identifier.taxon': 632155, '@tb:identifier.taxonVariant': 847167, '@ubio': '5862793', '@uniprot': '142760'}",868266
Solanum cumingii,Solanum cumingii,ot_1003_Tr100305.nex,-,Solanum cumingii,Solanum cumingii,"{'@tb:identifier.taxon': 448169, '@tb:identifier.taxonVariant': 592624, '@ubio': '9181415', '@uniprot': '488918'}",671639
Solanum triflorum,Solanum triflorum,ot_1003_Tr100305.nex,-,Solanum triflorum,Solanum triflorum,"{'@tb:identifier.taxon': 27287, '@tb:identifier.taxonVariant': 63672, '@ubio': '2653554', '@uniprot': '205588'}",734403
Nicotiana gossei,Nicotiana gossei,ot_1003_Tr100305.nex,-,Nicotiana gossei,Nicotiana gossei,"{'@tb:identifier.taxon': 19092, '@tb:identifier.taxonVariant': 44442, '@ubio': '5845884', '@uniprot': '118698'}",1031862
Lycium texanum,Lycium texanum,ot_1003_Tr100305.nex,-,Lycium texanum,Lycium texanum,"{'@tb:identifier.taxon': 301707, '@tb:identifier.taxonVariant': 350401, '@ubio': '2653626', '@uniprot': '343893'}",24212
Physalis angustiphysa,Physalis angustiphysa,ot_1003_Tr100305.nex,-,Physalis angustiphysa,Physalis angustiphysa,"{'@tb:identifier.taxon': 22155, '@tb:identifier.taxonVariant': 51518, '@ubio': '5981236', '@uniprot': '304138'}",788352
Solanum viarum,Solanum viarum,ot_1003_Tr100305.nex,-,Solanum viarum,Solanum viarum,"{'@tb:identifier.taxon': 27298, '@tb:identifier.taxonVariant': 63693, '@ubio': '2669401', '@uniprot': '215581'}",450048
Solanum schenckii,Solanum schenckii,ot_1003_Tr100305.nex,-,Solanum schenckii,Solanum schenckii,"{'@tb:identifier.taxon': 276759, '@tb:identifier.taxonVariant': 330640, '@ubio': '5864239', '@uniprot': '315345'}",774999
Salpiglossis sinuata,Salpiglossis sinuata,ot_1003_Tr100305.nex,-,Salpiglossis sinuata,Salpiglossis sinuata,"{'@tb:identifier.taxon': 59766, '@tb:identifier.taxonVariant': 415906, '@ubio': '2671819', '@uniprot': '33121'}",925270
Nolana tomentella,Nolana tomentella,ot_1003_Tr100305.nex,-,Nolana tomentella,Nolana tomentella,"{'@tb:identifier.taxon': 395107, '@tb:identifier.taxonVariant': 405843, '@ubio': '9381962', '@uniprot': '459203'}",551326
Solanum marinasense,Solanum marinasense,ot_1003_Tr100305.nex,-,Solanum marinasense,Solanum marinasense,"{'@tb:identifier.taxon': 278967, '@tb:identifier.taxonVariant': 332724, '@ubio': '5866291', '@uniprot': '317826'}",447386
Solanum lumholtzianum,Solanum lumholtzianum,ot_1003_Tr100305.nex,-,Solanum lumholtzianum,Solanum lumholtzianum,"{'@tb:identifier.taxon': 537259, '@tb:identifier.taxonVariant': 712712}",348199
Datura leichhardtii,Datura leichhardtii,ot_1003_Tr100305.nex,-,Datura leichhardtii,Datura leichhardtii,"{'@tb:identifier.taxon': 429011, '@tb:identifier.taxonVariant': 565204, '@ubio': '2669890', '@uniprot': '540799'}",445271
Combera paradoxa,Combera paradoxa,ot_1003_Tr100305.nex,-,Combera paradoxa,Combera paradoxa,"{'@tb:identifier.taxon': 429009, '@tb:identifier.taxonVariant': 565198, '@ubio': '9166839', '@uniprot': '540798'}",445273
Nicotiana petunioides,Nicotiana petunioides,ot_1003_Tr100305.nex,-,Nicotiana petunioides,Nicotiana petunioides,"{'@tb:identifier.taxon': 121193, '@tb:identifier.taxonVariant': 199001, '@ubio': '3440271', '@uniprot': '118708'}",733981
Anthocercis intricata,Anthocercis intricata,ot_1003_Tr100305.nex,-,Anthocercis intricata,Anthocercis intricata,"{'@tb:identifier.taxon': 1855, '@tb:identifier.taxonVariant': 4535, '@ubio': '5969241', '@uniprot': '195720'}",286578
Solanum valdiviense,Solanum valdiviense,ot_1003_Tr100305.nex,-,Solanum valdiviense,Solanum valdiviense,"{'@tb:identifier.taxon': 619630, '@tb:identifier.taxonVariant': 829718, '@ubio': '1801248'}",3870162
Lycianthes amatitlanensis,Lycianthes amatitlanensis,ot_1003_Tr100305.nex,-,Lycianthes amatitlanensis,Lycianthes amatitlanensis,"{'@tb:identifier.taxon': 16488, '@tb:identifier.taxonVariant': 38652, '@ubio': '3440196', '@uniprot': '304106'}",315005
Cyphanthera anthocercidea,Cyphanthera anthocercidea,ot_1003_Tr100305.nex,-,Cyphanthera anthocercidea,Cyphanthera anthocercidea,"{'@tb:identifier.taxon': 8148, '@tb:identifier.taxonVariant': 19611, '@ubio': '5969249', '@uniprot': '195732'}",810431
Solanum sendtnerianum,Solanum sendtnerianum,ot_1003_Tr100305.nex,-,Solanum sendtnerianum,Solanum sendtnerianum,"{'@tb:identifier.taxon': 537260, '@tb:identifier.taxonVariant': 712714}",348185
Nolana chancoana,Nolana chancoana,ot_1003_Tr100305.nex,-,Nolana chancoana,Nolana chancoana,"{'@tb:identifier.taxon': 395091, '@tb:identifier.taxonVariant': 784075}",131397
Cestrum poasanum,Cestrum poasanum,ot_1003_Tr100305.nex,-,Cestrum poasanum,Cestrum poasanum,"{'@tb:identifier.taxon': 36729, '@tb:identifier.taxonVariant': 85007, '@ubio': '9143680', '@uniprot': '385338'}",969137
Solanum supinum,Solanum supinum,ot_1003_Tr100305.nex,-,Solanum supinum,Solanum supinum,"{'@tb:identifier.taxon': 448173, '@tb:identifier.taxonVariant': 592632, '@ubio': '9166038', '@uniprot': '488922'}",148847
Solanum santolallae,Solanum santolallae,ot_1003_Tr100305.nex,-,Solanum santolallae,Solanum santolallae,"{'@tb:identifier.taxon': 276758, '@tb:identifier.taxonVariant': 330638, '@ubio': '5862830', '@uniprot': '315344'}",774997
Nolana divaricata,Nolana divaricata,ot_1003_Tr100305.nex,-,Nolana divaricata,Nolana divaricata,"{'@tb:identifier.taxon': 95032, '@tb:identifier.taxonVariant': 174203, '@ubio': '5845978', '@uniprot': '84182'}",325310
Nolana crassulifolia,Nolana crassulifolia,ot_1003_Tr100305.nex,-,Nolana crassulifolia,Nolana crassulifolia,"{'@tb:identifier.taxon': 95030, '@tb:identifier.taxonVariant': 174201, '@ubio': '5957955', '@uniprot': '84180'}",325306
Nolana villosa,Nolana villosa,ot_1003_Tr100305.nex,-,Nolana villosa,Nolana villosa,"{'@tb:identifier.taxon': 95054, '@tb:identifier.taxonVariant': 174225, '@ubio': '5957973', '@uniprot': '84204'}",956768
Henoonia myrtifolia,Henoonia myrtifolia,ot_1003_Tr100305.nex,-,Henoonia myrtifolia,Henoonia myrtifolia,"{'@tb:identifier.taxon': 205530, '@tb:identifier.taxonVariant': 274987, '@ubio': '3439690', '@uniprot': '225623'}",900315
Lycianthes acapulcensis,Lycianthes acapulcensis,ot_1003_Tr100305.nex,-,Lycianthes acapulcensis,Lycianthes acapulcensis,"{'@tb:identifier.taxon': 342843, '@tb:identifier.taxonVariant': 378911, '@ubio': '3440169', '@uniprot': '393144'}",914554
Solanum diploconos,Solanum diploconos,ot_1003_Tr100305.nex,-,Solanum diploconos,Solanum diploconos,"{'@tb:identifier.taxon': 8160, '@tb:identifier.taxonVariant': 63439, '@ubio': '5899065', '@uniprot': '172110'}",763421
Solanum johnstonii,Solanum johnstonii,ot_1003_Tr100305.nex,-,Solanum johnstonii,Solanum johnstonii,"{'@tb:identifier.taxon': 537258, '@tb:identifier.taxonVariant': 712710}",348197
Solanum linearifolium,Solanum linearifolium,ot_1003_Tr100305.nex,-,Solanum linearifolium,Solanum linearifolium,"{'@tb:identifier.taxon': 349414, '@tb:identifier.taxonVariant': 382907, '@ubio': '3440855', '@uniprot': '400999'}",361011
Solanum wallacei,Solanum wallacei,ot_1003_Tr100305.nex,-,Solanum wallacei,Solanum wallacei,"{'@tb:identifier.taxon': 27302, '@tb:identifier.taxonVariant': 63702, '@ubio': '2653557', '@uniprot': '45841'}",590324
Solanum amygdalifolium,Solanum amygdalifolium,ot_1003_Tr100305.nex,-,Solanum amygdalifolium,Solanum amygdalifolium,"{'@tb:identifier.taxon': 27126, '@tb:identifier.taxonVariant': 63346, '@ubio': '5970587', '@uniprot': '205529'}",886510
Solanum wrightii,Solanum wrightii,ot_1003_Tr100305.nex,-,Solanum wrightii,Solanum wrightii,"{'@tb:identifier.taxon': 326578, '@tb:identifier.taxonVariant': 368128, '@ubio': '3440533', '@uniprot': '374009'}",53115
Cestrum mortonianum,Cestrum mortonianum,ot_1003_Tr100305.nex,-,Cestrum mortonianum,Cestrum mortonianum,"{'@tb:identifier.taxon': 36732, '@tb:identifier.taxonVariant': 85013, '@ubio': '9148049', '@uniprot': '385335'}",317966
Solanum megalonyx,Solanum megalonyx,ot_1003_Tr100305.nex,-,Solanum megalonyx,Solanum megalonyx,"{'@tb:identifier.taxon': 604542, '@tb:identifier.taxonVariant': 806734, '@ubio': '9233028'}",464538
Capsicum galapagoense,Capsicum galapagoense,ot_1003_Tr100305.nex,-,Capsicum galapagoense,Capsicum galapagoense,"{'@tb:identifier.taxon': 157201, '@tb:identifier.taxonVariant': 232515, '@ubio': '5866454', '@uniprot': '165701'}",417665
Solanum palustre,Solanum palustre,ot_1003_Tr100305.nex,-,Solanum palustre,Solanum palustre,"{'@tb:identifier.taxon': 50914, '@tb:identifier.taxonVariant': 120516, '@ubio': '5883034', '@uniprot': '4115'}",494827
Iochroma cornifolium,Iochroma cornifolium,ot_1003_Tr100305.nex,-,Iochroma cornifolium,Iochroma cornifolium,"{'@tb:identifier.taxon': 48061, '@tb:identifier.taxonVariant': 112452, '@ubio': '9116885', '@uniprot': '362356'}",974498
Solanum schlechtendalianum,Solanum schlechtendalianum,ot_1003_Tr100305.nex,-,Solanum schlechtendalianum,Solanum schlechtendalianum,"{'@tb:identifier.taxon': 27269, '@tb:identifier.taxonVariant': 63637, '@ubio': '3440853', '@uniprot': '205581'}",4054
Jaborosa sativa,Jaborosa sativa,ot_1003_Tr100305.nex,-,Jaborosa sativa,Jaborosa sativa,"{'@tb:identifier.taxon': 429017, '@tb:identifier.taxonVariant': 565214, '@ubio': '9244093', '@uniprot': '540806'}",434591
Vassobia breviflora,Vassobia breviflora,ot_1003_Tr100305.nex,-,Vassobia breviflora,Vassobia breviflora,"{'@tb:identifier.taxon': 35189, '@tb:identifier.taxonVariant': 81531, '@ubio': '3440932', '@uniprot': '126907'}",950238
Anthocercis ilicifolia,Anthocercis ilicifolia,ot_1003_Tr100305.nex,-,Anthocercis ilicifolia,Anthocercis ilicifolia,"{'@tb:identifier.taxon': 1854, '@tb:identifier.taxonVariant': 4534, '@ubio': '5969240', '@uniprot': '195719'}",759262
Physalis glutinosa,Physalis glutinosa,ot_1003_Tr100305.nex,-,Physalis glutinosa,Physalis glutinosa,"{'@tb:identifier.taxon': 22166, '@tb:identifier.taxonVariant': 51543, '@ubio': '3440304', '@uniprot': '304145'}",414762
Solandra brachycalyx,Solandra brachycalyx,ot_1003_Tr100305.nex,-,Solandra brachycalyx,Solandra brachycalyx,"{'@tb:identifier.taxon': 429036, '@tb:identifier.taxonVariant': 565250, '@ubio': '9123185', '@uniprot': '540834'}",960297
Leucophysalis grandiflora,Leucophysalis grandiflora,ot_1003_Tr100305.nex,-,Leucophysalis grandiflora,Leucophysalis grandiflora,"{'@tb:identifier.taxon': 15849, '@tb:identifier.taxonVariant': 37163, '@ubio': '2653610', '@uniprot': '304109'}",314994
Anthotroche myoporoides,Anthotroche myoporoides,ot_1003_Tr100305.nex,-,Anthotroche myoporoides,Anthotroche myoporoides,"{'@tb:identifier.taxon': 1873, '@tb:identifier.taxonVariant': 4572, '@ubio': '5969243', '@uniprot': '195724'}",286570
Sclerophylax adnatifolia,Sclerophylax adnatifolia,ot_1003_Tr100305.nex,-,Sclerophylax adnatifolia,Sclerophylax adnatifolia,"{'@tb:identifier.taxon': 408228, '@tb:identifier.taxonVariant': 409996, '@ubio': '9196962', '@uniprot': '481620'}",745689
Solanum candolleanum,Solanum candolleanum,ot_1003_Tr100305.nex,-,Solanum candolleanum,Solanum candolleanum,"{'@tb:identifier.taxon': 276752, '@tb:identifier.taxonVariant': 330627, '@ubio': '5862427', '@uniprot': '315336'}",46936
Sessea corymbiflora,Sessea corymbiflora,ot_1003_Tr100305.nex,-,Sessea corymbiflora,Sessea corymbiflora,"{'@tb:identifier.taxon': 205564, '@tb:identifier.taxonVariant': 274994, '@ubio': '5972860', '@uniprot': '225657'}",43632
Nolana coelestis,Nolana coelestis,ot_1003_Tr100305.nex,-,Nolana coelestis,Nolana coelestis,"{'@tb:identifier.taxon': 362388, '@tb:identifier.taxonVariant': 390423, '@ubio': '8576490', '@uniprot': '416542'}",505222
Solanum scabrum,Solanum scabrum,ot_1003_Tr100305.nex,-,Solanum scabrum,Solanum scabrum,"{'@tb:identifier.taxon': 619629, '@tb:identifier.taxonVariant': 829717, '@ubio': '5882719'}",503656
Solanum megistacrolobum,Solanum megistacrolobum,ot_1003_Tr100305.nex,-,Solanum megistacrolobum,Solanum megistacrolobum,"{'@tb:identifier.taxon': 384864, '@tb:identifier.taxonVariant': 526533, '@ubio': '3440643', '@uniprot': '445678'}",991411
Lycium shawii,Lycium shawii,ot_1003_Tr100305.nex,-,Lycium shawii,Lycium shawii,"{'@tb:identifier.taxon': 149241, '@tb:identifier.taxonVariant': 225054, '@ubio': '5863670', '@uniprot': '155082'}",814789
Nolana peruviana,Nolana peruviana,ot_1003_Tr100305.nex,-,Nolana peruviana,Nolana peruviana,"{'@tb:identifier.taxon': 95044, '@tb:identifier.taxonVariant': 174215, '@ubio': '5957965', '@uniprot': '84194'}",899671
Solanum exiguum,Solanum exiguum,ot_1003_Tr100305.nex,-,Solanum exiguum,Solanum exiguum,"{'@tb:identifier.taxon': 40215, '@tb:identifier.taxonVariant': 93347, '@ubio': '5899082', '@uniprot': '265399'}",570213
Solanum citrullifolium,Solanum citrullifolium,ot_1003_Tr100305.nex,-,Solanum citrullifolium,Solanum citrullifolium,"{'@tb:identifier.taxon': 27155, '@tb:identifier.taxonVariant': 63405, '@ubio': '2653520', '@uniprot': '205540'}",836453
Nicotiana clevelandii,Nicotiana clevelandii,ot_1003_Tr100305.nex,-,Nicotiana clevelandii,Nicotiana clevelandii,"{'@tb:identifier.taxon': 93214, '@tb:identifier.taxonVariant': 172143, '@ubio': '2653646', '@uniprot': '81866'}",1003579
Cestrum fasciculatum,Cestrum fasciculatum,ot_1003_Tr100305.nex,-,Cestrum fasciculatum,Cestrum fasciculatum,"{'@tb:identifier.taxon': 36742, '@tb:identifier.taxonVariant': 85035, '@ubio': '2653583', '@uniprot': '385324'}",392637
Solanum stelligerum,Solanum stelligerum,ot_1003_Tr100305.nex,-,Solanum stelligerum,Solanum stelligerum,"{'@tb:identifier.taxon': 27276, '@tb:identifier.taxonVariant': 63652, '@ubio': '5983853', '@uniprot': '329801'}",701417
Solanum dianthophorum,Solanum dianthophorum,ot_1003_Tr100305.nex,-,Solanum dianthophorum,Solanum dianthophorum,"{'@tb:identifier.taxon': 619557, '@tb:identifier.taxonVariant': 829636, '@ubio': '9108451'}",142551
Solanum pyracanthum,Solanum pyracanthos,ot_1003_Tr100305.nex,Solanum pyracanthum,Solanum pyracanthos,Solanum pyracanthum,"{'@tb:identifier.taxon': 27254, '@tb:identifier.taxonVariant': 63607, '@ubio': '5863051', '@uniprot': '205574'}",158103
Lycium europaeum,Lycium europaeum,ot_1003_Tr100305.nex,-,Lycium europaeum,Lycium europaeum,"{'@tb:identifier.taxon': 116734, '@tb:identifier.taxonVariant': 195087, '@ubio': '5843325', '@uniprot': '112873'}",560947
Solanum amblymerum,Solanum amblymerum,ot_1003_Tr100305.nex,-,Solanum amblymerum,Solanum amblymerum,"{'@tb:identifier.taxon': 619550, '@tb:identifier.taxonVariant': 829629, '@ubio': '9210938'}",364014
Solanum chenopodinum,Solanum chenopodinum,ot_1003_Tr100305.nex,-,Solanum chenopodinum,Solanum chenopodinum,"{'@tb:identifier.taxon': 27152, '@tb:identifier.taxonVariant': 63399, '@ubio': '3440824', '@uniprot': '205538'}",311862
Nolana paradoxa,Nolana paradoxa,ot_1003_Tr100305.nex,-,Nolana paradoxa,Nolana paradoxa,"{'@tb:identifier.taxon': 326599, '@tb:identifier.taxonVariant': 368162, '@ubio': '9382452', '@uniprot': '374033'}",626037
Nicotiana excelsior,Nicotiana excelsior,ot_1003_Tr100305.nex,-,Nicotiana excelsior,Nicotiana excelsior,"{'@tb:identifier.taxon': 19090, '@tb:identifier.taxonVariant': 44435, '@ubio': '2669879', '@uniprot': '61185'}",466063
Solanum phlomoides,Solanum phlomoides,ot_1003_Tr100305.nex,-,Solanum phlomoides,Solanum phlomoides,"{'@tb:identifier.taxon': 34301, '@tb:identifier.taxonVariant': 79182, '@ubio': '9109443', '@uniprot': '368039'}",518415
Solanum hieronymi,Solanum hieronymi,ot_1003_Tr100305.nex,-,Solanum hieronymi,Solanum hieronymi,"{'@tb:identifier.taxon': 27189, '@tb:identifier.taxonVariant': 63472, '@ubio': '3440523', '@uniprot': '329778'}",14202
Lycium tenuispinosum,Lycium tenuispinosum,ot_1003_Tr100305.nex,-,Lycium tenuispinosum,Lycium tenuispinosum,"{'@tb:identifier.taxon': 301706, '@tb:identifier.taxonVariant': 350399, '@ubio': '5984650', '@uniprot': '343892'}",24215
