otuId,scientificName,phyloTreeTipLabel,phyloTreeFileName,dynamicProperties,^ot:ottTaxonName,^ot:ottId,^ot:originalLabel
otu1,Polioptila guianensis,Polioptila guianensis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Polioptila guianensis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Polioptila guianensis,246,Polioptila guianensis
otu10,Polioptila melanura,Polioptila melanura,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Polioptila melanura', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Polioptila melanura,443273,Polioptila melanura
otu100,Sitta canadensis,Sitta canadensis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Sitta canadensis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Sitta canadensis,603923,Sitta canadensis
otu1000,Ploceus dorsomaculatus,Ploceus dorsomaculatus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus dorsomaculatus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus dorsomaculatus,361713,Ploceus dorsomaculatus
otu1001,Ploceus preussi,Ploceus preussi,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus preussi', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus preussi,361714,Ploceus preussi
otu1002,Anaplectes rubriceps,Anaplectes rubriceps,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Anaplectes rubriceps', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Anaplectes rubriceps,98102,Anaplectes rubriceps
otu1003,Ploceus bicolor,Ploceus bicolor,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus bicolor', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus bicolor,536139,Ploceus bicolor
otu1004,Malimbus cassini,Malimbus cassini,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Malimbus cassini', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Malimbus cassini,153264,Malimbus cassini
otu1005,Malimbus scutatus,Malimbus scutatus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Malimbus scutatus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Malimbus scutatus,3597730,Malimbus scutatus
otu1006,Malimbus racheliae,Malimbus racheliae,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Malimbus racheliae', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Malimbus racheliae,3597736,Malimbus racheliae
otu1007,Malimbus coronatus,Malimbus coronatus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Malimbus coronatus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Malimbus coronatus,153266,Malimbus coronatus
otu1008,Malimbus nitens,Malimbus nitens,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Malimbus nitens', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Malimbus nitens,675814,Malimbus nitens
otu1009,Malimbus malimbicus,Malimbus malimbicus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Malimbus malimbicus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Malimbus malimbicus,3597732,Malimbus malimbicus
otu101,Sitta ledanti,Sitta ledanti,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Sitta ledanti', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Sitta ledanti,82236,Sitta ledanti
otu1010,Ploceus batesi,Ploceus batesi,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus batesi', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus batesi,3597746,Ploceus batesi
otu1011,Ploceus baglafecht,Ploceus baglafecht,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus baglafecht', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus baglafecht,79252,Ploceus baglafecht
otu1012,Ploceus bertrandi,Ploceus bertrandi,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus bertrandi', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus bertrandi,282523,Ploceus bertrandi
otu1013,Ploceus bannermani,Ploceus bannermani,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus bannermani', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus bannermani,3597752,Ploceus bannermani
otu1014,Ploceus taeniopterus,Ploceus taeniopterus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus taeniopterus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus taeniopterus,280282,Ploceus taeniopterus
otu1015,Ploceus melanocephalus,Ploceus melanocephalus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus melanocephalus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus melanocephalus,937182,Ploceus melanocephalus
otu1016,Ploceus castanops,Ploceus castanops,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus castanops', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus castanops,988328,Ploceus castanops
otu1017,Ploceus badius,Ploceus badius,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus badius', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus badius,3597745,Ploceus badius
otu1018,Ploceus heuglini,Ploceus heuglini,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus heuglini', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus heuglini,380040,Ploceus heuglini
otu1019,Ploceus intermedius,Ploceus intermedius,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus intermedius', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus intermedius,452993,Ploceus intermedius
otu102,Sitta krueperi,Sitta krueperi,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Sitta krueperi', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Sitta krueperi,82237,Sitta krueperi
otu1020,Ploceus dicrocephalus,Ploceus dichrocephalus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus dichrocephalus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus dicrocephalus,937175,Ploceus dichrocephalus
otu1021,Ploceus castaneiceps,Ploceus castaneiceps,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus castaneiceps', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus castaneiceps,3597754,Ploceus castaneiceps
otu1022,Ploceus burnieri,Ploceus burnieri,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus burnieri', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus burnieri,3597741,Ploceus burnieri
otu1023,Ploceus xanthopterus,Ploceus xanthopterus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus xanthopterus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus xanthopterus,3597739,Ploceus xanthopterus
otu1024,Ploceus cucullatus,Ploceus cucullatus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus cucullatus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus cucullatus,370802,Ploceus cucullatus
otu1025,Ploceus grandis,Ploceus grandis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus grandis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus grandis,280288,Ploceus grandis
otu1026,Ploceus weynsi,Ploceus weynsi,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus weynsi', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus weynsi,937181,Ploceus weynsi
otu1027,Ploceus nigerrimus,Ploceus nigerrimus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus nigerrimus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus nigerrimus,937180,Ploceus nigerrimus
otu1028,Ploceus aurantius,Ploceus aurantius,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus aurantius', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus aurantius,988335,Ploceus aurantius
otu1029,Ploceus vitellinus,Ploceus vitellinus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus vitellinus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus vitellinus,280281,Ploceus vitellinus
otu103,Sitta yunnanensis,Sitta yunnanensis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Sitta yunnanensis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Sitta yunnanensis,3599045,Sitta yunnanensis
otu1030,Ploceus spekeoides,Ploceus spekeoides,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus spekeoides', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus spekeoides,411513,Ploceus spekeoides
otu1031,Ploceus spekei,Ploceus spekei,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus spekei', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus spekei,959919,Ploceus spekei
otu1032,Ploceus temporalis,Ploceus temporalis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus temporalis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus temporalis,3597747,Ploceus temporalis
otu1033,Ploceus capensis,Ploceus capensis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus capensis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus capensis,606515,Ploceus capensis
otu1034,Ploceus katangae,Ploceus katangae,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus katangae', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus katangae,960131,Ploceus katangae
otu1035,Ploceus ruweti,Ploceus ruweti,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus ruweti', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus ruweti,280285,Ploceus ruweti
otu1036,Ploceus velatus,Ploceus velatus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus velatus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus velatus,301061,Ploceus velatus
otu1037,Ploceus jacksoni,Ploceus jacksoni,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus jacksoni', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus jacksoni,937178,Ploceus jacksoni
otu1038,Ploceus galbula,Ploceus galbula,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus galbula', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus galbula,734780,Ploceus galbula
otu1039,Ploceus bojeri,Ploceus bojeri,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus bojeri', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus bojeri,988336,Ploceus bojeri
otu104,Sitta pygmaea,Sitta pygmaea,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Sitta pygmaea', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Sitta pygmaea,82240,Sitta pygmaea
otu1040,Ploceus subaureus,Ploceus subaureus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus subaureus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus subaureus,3597740,Ploceus subaureus
otu1041,Ploceus xanthops,Ploceus xanthops,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus xanthops', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus xanthops,988331,Ploceus xanthops
otu1042,Ploceus rubiginosus,Ploceus rubiginosus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus rubiginosus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus rubiginosus,937179,Ploceus rubiginosus
otu1043,Ploceus alienus,Ploceus alienus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus alienus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus alienus,282513,Ploceus alienus
otu1044,Ploceus melanogaster,Ploceus melanogaster,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus melanogaster', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus melanogaster,282522,Ploceus melanogaster
otu1045,Ploceus subpersonatus,Ploceus subpersonatus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus subpersonatus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus subpersonatus,282517,Ploceus subpersonatus
otu1046,Ploceus nigricollis,Ploceus nigricollis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus nigricollis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus nigricollis,282521,Ploceus nigricollis
otu1047,Ploceus ocularis,Ploceus ocularis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus ocularis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus ocularis,749635,Ploceus ocularis
otu1048,Ploceus golandi,Ploceus golandi,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus golandi', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus golandi,3597737,Ploceus golandi
otu1049,Ploceus reichardi,Ploceus reichardi,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus reichardi', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus reichardi,3597744,Ploceus reichardi
otu105,Sitta pusilla,Sitta pusilla,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Sitta pusilla', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Sitta pusilla,377450,Sitta pusilla
otu1050,Ploceus luteolus,Ploceus luteolus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus luteolus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus luteolus,282518,Ploceus luteolus
otu1051,Ploceus pelzelni,Ploceus pelzelni,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus pelzelni', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus pelzelni,282524,Ploceus pelzelni
otu1052,Ploceus sakalava,Ploceus sakalava,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus sakalava', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus sakalava,1071401,Ploceus sakalava
otu1053,Ploceus nelicourvi,Ploceus nelicourvi,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ploceus nelicourvi', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ploceus nelicourvi,1071404,Ploceus nelicourvi
otu1054,Bubalornis niger,Bubalornis niger,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Bubalornis niger', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Bubalornis niger,53644,Bubalornis niger
otu1055,Bubalornis albirostris,Bubalornis albirostris,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Bubalornis albirostris', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Bubalornis albirostris,276871,Bubalornis albirostris
otu1056,Dinemellia dinemelli,Dinemellia dinemelli,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Dinemellia dinemelli', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Dinemellia dinemelli,653288,Dinemellia dinemelli
otu1057,Philetairus socius,Philetairus socius,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Philetairus socius', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Philetairus socius,617301,Philetairus socius
otu1058,Pseudonigrita arnaudi,Pseudonigrita arnaudi,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Pseudonigrita arnaudi', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Pseudonigrita arnaudi,856077,Pseudonigrita arnaudi
otu1059,Plocepasser mahali,Plocepasser mahali,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Plocepasser mahali', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Plocepasser mahali,817626,Plocepasser mahali
otu106,Sitta frontalis,Sitta frontalis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Sitta frontalis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Sitta frontalis,82249,Sitta frontalis
otu1060,Sporopipes frontalis,Sporopipes frontalis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Sporopipes frontalis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Sporopipes frontalis,749642,Sporopipes frontalis
otu1061,Sporopipes squamifrons,Sporopipes squamifrons,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Sporopipes squamifrons', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Sporopipes squamifrons,3597728,Sporopipes squamifrons
otu1062,Amblyospiza albifrons,Amblyospiza albifrons,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Amblyospiza albifrons', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Amblyospiza albifrons,276877,Amblyospiza albifrons
otu1063,Urocynchramus pylzowi,Urocynchramus pylzowi,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Urocynchramus pylzowi', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Urocynchramus pylzowi,469177,Urocynchramus pylzowi
otu1064,Loxigilla barbadensis,Loxigilla barbadensis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Loxigilla barbadensis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Loxigilla barbadensis,4088,Loxigilla barbadensis
otu1065,Loxigilla noctis,Loxigilla noctis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Loxigilla noctis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Loxigilla noctis,726784,Loxigilla noctis
otu1066,Melanospiza richardsoni,Melanospiza richardsoni,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Melanospiza richardsoni', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Melanospiza richardsoni,349672,Melanospiza richardsoni
otu1067,Tiaris bicolor,Melanospiza bicolor,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Melanospiza bicolor', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Tiaris bicolor,1000571,Melanospiza bicolor
otu1068,Camarhynchus psittacula,Camarhynchus psittacula,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Camarhynchus psittacula', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Camarhynchus psittacula,419363,Camarhynchus psittacula
otu1069,Camarhynchus heliobates,Camarhynchus heliobates,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Camarhynchus heliobates', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Camarhynchus heliobates,527328,Camarhynchus heliobates
otu107,Sitta oenochlamys,Sitta oenochlamys,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Sitta oenochlamys', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Sitta oenochlamys,3599050,Sitta oenochlamys
otu1070,Camarhynchus pallidus,Camarhynchus pallidus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Camarhynchus pallidus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Camarhynchus pallidus,963505,Camarhynchus pallidus
otu1071,Camarhynchus parvulus,Camarhynchus parvulus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Camarhynchus parvulus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Camarhynchus parvulus,419367,Camarhynchus parvulus
otu1072,Camarhynchus pauper,Camarhynchus pauper,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Camarhynchus pauper', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Camarhynchus pauper,422530,Camarhynchus pauper
otu1073,Pinaroloxias inornata,Pinaroloxias inornata,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Pinaroloxias inornata', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Pinaroloxias inornata,992256,Pinaroloxias inornata
otu1074,Geospiza fortis,Geospiza fortis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Geospiza fortis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Geospiza fortis,589951,Geospiza fortis
otu1075,Geospiza acutirostris,Geospiza acutirostris,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Geospiza acutirostris', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Geospiza acutirostris,5991469,Geospiza acutirostris
otu1076,Geospiza scandens,Geospiza scandens,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Geospiza scandens', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Geospiza scandens,589959,Geospiza scandens
otu1077,Geospiza propinqua,Geospiza propinqua,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Geospiza propinqua', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Geospiza propinqua,5991470,Geospiza propinqua
otu1078,Geospiza conirostris,Geospiza conirostris,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Geospiza conirostris', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Geospiza conirostris,589953,Geospiza conirostris
otu1079,Geospiza magnirostris,Geospiza magnirostris,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Geospiza magnirostris', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Geospiza magnirostris,589955,Geospiza magnirostris
otu108,Sitta azurea,Sitta azurea,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Sitta azurea', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Sitta azurea,3599044,Sitta azurea
otu1080,Geospiza fuliginosa,Geospiza fuliginosa,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Geospiza fuliginosa', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Geospiza fuliginosa,589956,Geospiza fuliginosa
otu1081,Geospiza difficilis septentrionalis,Geospiza septentrionalis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Geospiza septentrionalis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Geospiza difficilis septentrionalis,5859950,Geospiza septentrionalis
otu1082,Geospiza difficilis,Geospiza difficilis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Geospiza difficilis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Geospiza difficilis,419376,Geospiza difficilis
otu1083,Platyspiza crassirostris,Platyspiza crassirostris,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Platyspiza crassirostris', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Platyspiza crassirostris,589943,Platyspiza crassirostris
otu1084,Certhidea olivacea,Certhidea olivacea,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Certhidea olivacea', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Certhidea olivacea,589949,Certhidea olivacea
otu1085,Certhidea fusca,Certhidea fusca,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Certhidea fusca', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Certhidea fusca,527327,Certhidea fusca
otu1086,Tiaris obscura,Asemospiza obscura,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Asemospiza obscura', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Tiaris obscura,422527,Asemospiza obscura
otu1087,Tiaris fuliginosus,Asemospiza fuliginosa,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Asemospiza fuliginosa', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Tiaris fuliginosus,816895,Asemospiza fuliginosa
otu1088,Tiaris canora,Phonipara canora,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Phonipara canora', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Tiaris canora,349675,Phonipara canora
otu1089,Loxipasser anoxanthus,Loxipasser anoxanthus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Loxipasser anoxanthus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Loxipasser anoxanthus,884086,Loxipasser anoxanthus
otu109,Sitta carolinensis,Sitta carolinensis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Sitta carolinensis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Sitta carolinensis,82247,Sitta carolinensis
otu1090,Loxigilla portoricensis,Melopyrrha portoricensis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Melopyrrha portoricensis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Loxigilla portoricensis,90856,Melopyrrha portoricensis
otu1091,Loxigilla violacea,Melopyrrha violacea,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Melopyrrha violacea', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Loxigilla violacea,90864,Melopyrrha violacea
otu1092,Melopyrrha nigra,Melopyrrha nigra,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Melopyrrha nigra', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Melopyrrha nigra,628898,Melopyrrha nigra
otu1093,Euneornis campestris,Euneornis campestris,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Euneornis campestris', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Euneornis campestris,884088,Euneornis campestris
otu1094,Tiaris olivaceus,Tiaris olivaceus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Tiaris olivaceus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Tiaris olivaceus,227256,Tiaris olivaceus
otu1095,Coereba flaveola,Coereba flaveola,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Coereba flaveola', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Coereba flaveola,419369,Coereba flaveola
otu1096,Sporophila nigrorufa,Sporophila nigrorufa,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Sporophila nigrorufa', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Sporophila nigrorufa,7060,Sporophila nigrorufa
otu1097,Sporophila melanogaster,Sporophila melanogaster,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Sporophila melanogaster', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Sporophila melanogaster,128440,Sporophila melanogaster
otu1098,Sporophila palustris,Sporophila palustris,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Sporophila palustris', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Sporophila palustris,128436,Sporophila palustris
otu1099,Sporophila ruficollis,Sporophila ruficollis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Sporophila ruficollis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Sporophila ruficollis,559739,Sporophila ruficollis
