otuId,scientificName,phyloTreeTipLabel,phyloTreeFileName,dynamicProperties,^ot:ottTaxonName,^ot:ottId,^ot:originalLabel
otu6373,Megascops nudipes,Gymnasio nudipes,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Gymnasio nudipes', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Megascops nudipes,4131251,Gymnasio nudipes
otu6374,Bubo virginianus,Bubo virginianus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Bubo virginianus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Bubo virginianus,509853,Bubo virginianus
otu6375,Bubo scandiacus,Bubo scandiacus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Bubo scandiacus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Bubo scandiacus,514178,Bubo scandiacus
otu6376,Bubo capensis,Bubo capensis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Bubo capensis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Bubo capensis,4801,Bubo capensis
otu6377,Bubo bubo,Bubo bubo,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Bubo bubo', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Bubo bubo,402453,Bubo bubo
otu6378,Bubo ascalaphus,Bubo ascalaphus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Bubo ascalaphus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Bubo ascalaphus,971547,Bubo ascalaphus
otu6379,Bubo africanus,Bubo africanus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Bubo africanus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Bubo africanus,971543,Bubo africanus
otu638,Sturnus unicolor,Sturnus unicolor,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Sturnus unicolor', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Sturnus unicolor,366470,Sturnus unicolor
otu6380,Bubo bengalensis,Bubo bengalensis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Bubo bengalensis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Bubo bengalensis,971545,Bubo bengalensis
otu6381,Bubo cinerascens,Bubo cinerascens,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Bubo cinerascens', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Bubo cinerascens,1035384,Bubo cinerascens
otu6382,Ketupa ketupu,Ketupa ketupu,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ketupa ketupu', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ketupa ketupu,445323,Ketupa ketupu
otu6383,Ketupa zeylonensis,Ketupa zeylonensis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ketupa zeylonensis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ketupa zeylonensis,445326,Ketupa zeylonensis
otu6384,Ketupa flavipes,Ketupa flavipes,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ketupa flavipes', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ketupa flavipes,3595670,Ketupa flavipes
otu6385,Bubo nipalensis,Bubo nipalensis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Bubo nipalensis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Bubo nipalensis,546095,Bubo nipalensis
otu6386,Bubo lacteus,Bubo lacteus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Bubo lacteus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Bubo lacteus,971551,Bubo lacteus
otu6387,Scotopelia peli,Scotopelia peli,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Scotopelia peli', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Scotopelia peli,3595781,Scotopelia peli
otu6388,Jubula lettii,Jubula lettii,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Jubula lettii', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Jubula lettii,3595771,Jubula lettii
otu6389,Asio otus,Asio otus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Asio otus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Asio otus,1060752,Asio otus
otu639,Sturnus vulgaris,Sturnus vulgaris,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Sturnus vulgaris', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Sturnus vulgaris,565813,Sturnus vulgaris
otu6390,Pseudoscops grammicus,Asio grammicus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Asio grammicus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Pseudoscops grammicus,3595668,Asio grammicus
otu6391,Pseudoscops clamator,Asio clamator,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Asio clamator', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Pseudoscops clamator,1023137,Asio clamator
otu6392,Asio capensis,Asio capensis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Asio capensis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Asio capensis,951079,Asio capensis
otu6393,Nesasio solomonensis,Asio solomonensis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Asio solomonensis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Nesasio solomonensis,3595762,Asio solomonensis
otu6394,Asio flammeus,Asio flammeus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Asio flammeus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Asio flammeus,509846,Asio flammeus
otu6395,Ptilopsis granti,Ptilopsis granti,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ptilopsis granti', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ptilopsis granti,1052339,Ptilopsis granti
otu6396,Ptilopsis leucotis,Ptilopsis leucotis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ptilopsis leucotis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ptilopsis leucotis,1052340,Ptilopsis leucotis
otu6397,Otus elegans,Otus elegans,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus elegans', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus elegans,17176,Otus elegans
otu6398,Otus rutilus,Otus rutilus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus rutilus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus rutilus,61752,Otus rutilus
otu6399,Otus mayottensis,Otus mayottensis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus mayottensis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus mayottensis,851814,Otus mayottensis
otu64,Campylorhynchus rufinucha,Campylorhynchus rufinucha,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Campylorhynchus rufinucha', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Campylorhynchus rufinucha,720620,Campylorhynchus rufinucha
otu640,Cinnyricinclus leucogaster,Cinnyricinclus leucogaster,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Cinnyricinclus leucogaster', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Cinnyricinclus leucogaster,891274,Cinnyricinclus leucogaster
otu6400,Otus capnodes,Otus capnodes,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus capnodes', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus capnodes,851805,Otus capnodes
otu6401,Otus insularis,Otus insularis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus insularis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus insularis,851812,Otus insularis
otu6402,Otus pauliani,Otus pauliani,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus pauliani', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus pauliani,277289,Otus pauliani
otu6403,Otus moheliensis,Otus moheliensis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus moheliensis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus moheliensis,851815,Otus moheliensis
otu6404,Otus mindorensis,Otus mindorensis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus mindorensis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus mindorensis,1029146,Otus mindorensis
otu6405,Otus mirus,Otus mirus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus mirus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus mirus,1086562,Otus mirus
otu6406,Otus longicornis,Otus longicornis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus longicornis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus longicornis,1086559,Otus longicornis
otu6407,Otus pembaensis,Otus pembaensis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus pembaensis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus pembaensis,277288,Otus pembaensis
otu6408,Otus hartlaubi,Otus hartlaubi,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus hartlaubi', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus hartlaubi,3595727,Otus hartlaubi
otu6409,Otus senegalensis pamelae,Otus pamelae,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus pamelae', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus senegalensis pamelae,4947544,Otus pamelae
otu641,Gracula religiosa,Gracula religiosa,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Gracula religiosa', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Gracula religiosa,80418,Gracula religiosa
otu6410,Otus senegalensis,Otus senegalensis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus senegalensis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus senegalensis,277291,Otus senegalensis
otu6411,Otus brucei,Otus brucei,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus brucei', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus brucei,445330,Otus brucei
otu6412,Otus scops cyprius,Otus cyprius,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus cyprius', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus scops cyprius,5925791,Otus cyprius
otu6413,Otus semitorques,Otus semitorques,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus semitorques', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus semitorques,218920,Otus semitorques
otu6414,Otus megalotis,Otus megalotis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus megalotis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus megalotis,1086556,Otus megalotis
otu6415,Mimizuku gurneyi,Otus gurneyi,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus gurneyi', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Mimizuku gurneyi,767828,Otus gurneyi
otu6416,Otus lettia,Otus lettia,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus lettia', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus lettia,271293,Otus lettia
otu6417,Otus bakkamoena,Otus bakkamoena,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus bakkamoena', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus bakkamoena,546103,Otus bakkamoena
otu6418,Otus lempiji,Otus lempiji,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus lempiji', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus lempiji,1021966,Otus lempiji
otu6419,Otus sunia,Otus sunia,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus sunia', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus sunia,218922,Otus sunia
otu642,Gracula indica,Gracula indica,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Gracula indica', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Gracula indica,3598581,Gracula indica
otu6420,Otus spilocephalus,Otus spilocephalus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus spilocephalus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus spilocephalus,788568,Otus spilocephalus
otu6421,Otus rufescens,Otus rufescens,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus rufescens', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus rufescens,3595752,Otus rufescens
otu6422,Pyrroglaux podargina,Pyrroglaux podargina,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Pyrroglaux podargina', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Pyrroglaux podargina,3595774,Pyrroglaux podargina
otu6423,Otus ireneae,Otus ireneae,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Otus ireneae', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Otus ireneae,851813,Otus ireneae
otu6424,Athene brama,Athene brama,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Athene brama', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Athene brama,98069,Athene brama
otu6425,Athene noctua,Athene noctua,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Athene noctua', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Athene noctua,427150,Athene noctua
otu6426,Ninox jacquinoti,Ninox jacquinoti,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ninox jacquinoti', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ninox jacquinoti,3595713,Ninox jacquinoti
otu6427,Athene cunicularia,Athene cunicularia,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Athene cunicularia', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Athene cunicularia,944695,Athene cunicularia
otu6428,Athene superciliaris,Athene superciliaris,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Athene superciliaris', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Athene superciliaris,3595714,Athene superciliaris
otu6429,Glaucidium gnoma,Glaucidium gnoma,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Glaucidium gnoma', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Glaucidium gnoma,178693,Glaucidium gnoma
otu643,Gracula ptilogenys,Gracula ptilogenys,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Gracula ptilogenys', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Gracula ptilogenys,981197,Gracula ptilogenys
otu6430,Glaucidium minutissimum,Glaucidium minutissimum,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Glaucidium minutissimum', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Glaucidium minutissimum,462552,Glaucidium minutissimum
otu6431,Glaucidium bolivianum,Glaucidium bolivianum,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Glaucidium bolivianum', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Glaucidium bolivianum,226995,Glaucidium bolivianum
otu6432,Glaucidium jardinii,Glaucidium jardinii,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Glaucidium jardinii', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Glaucidium jardinii,332039,Glaucidium jardinii
otu6433,Glaucidium hardyi,Glaucidium hardyi,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Glaucidium hardyi', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Glaucidium hardyi,381785,Glaucidium hardyi
otu6434,Glaucidium peruanum,Glaucidium peruanum,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Glaucidium peruanum', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Glaucidium peruanum,381775,Glaucidium peruanum
otu6435,Glaucidium brasilianum,Glaucidium brasilianum,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Glaucidium brasilianum', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Glaucidium brasilianum,933120,Glaucidium brasilianum
otu6436,Glaucidium griseiceps,Glaucidium griseiceps,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Glaucidium griseiceps', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Glaucidium griseiceps,533374,Glaucidium griseiceps
otu6437,Glaucidium nana,Glaucidium nana,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Glaucidium nana', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Glaucidium nana,5857152,Glaucidium nana
otu6438,Glaucidium perlatum,Glaucidium perlatum,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Glaucidium perlatum', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Glaucidium perlatum,1016849,Glaucidium perlatum
otu6439,Glaucidium tephronotum,Glaucidium tephronotum,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Glaucidium tephronotum', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Glaucidium tephronotum,546089,Glaucidium tephronotum
otu644,Ampeliceps coronatus,Ampeliceps coronatus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ampeliceps coronatus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ampeliceps coronatus,602124,Ampeliceps coronatus
otu6440,Glaucidium passerinum,Glaucidium passerinum,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Glaucidium passerinum', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Glaucidium passerinum,1072145,Glaucidium passerinum
otu6441,Glaucidium capense,Glaucidium capense,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Glaucidium capense', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Glaucidium capense,971549,Glaucidium capense
otu6442,Glaucidium cuculoides,Glaucidium cuculoides,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Glaucidium cuculoides', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Glaucidium cuculoides,277290,Glaucidium cuculoides
otu6443,Surnia ulula,Surnia ulula,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Surnia ulula', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Surnia ulula,440408,Surnia ulula
otu6444,Glaucidium radiatum,Glaucidium radiatum,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Glaucidium radiatum', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Glaucidium radiatum,3595679,Glaucidium radiatum
otu6445,Aegolius acadicus,Aegolius acadicus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Aegolius acadicus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Aegolius acadicus,509850,Aegolius acadicus
otu6446,Aegolius harrisii,Aegolius harrisii,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Aegolius harrisii', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Aegolius harrisii,546098,Aegolius harrisii
otu6447,Aegolius funereus,Aegolius funereus,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Aegolius funereus', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Aegolius funereus,735586,Aegolius funereus
otu6448,Micrathene whitneyi,Micrathene whitneyi,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Micrathene whitneyi', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Micrathene whitneyi,254541,Micrathene whitneyi
otu6449,Xenoglaux loweryi,Xenoglaux loweryi,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Xenoglaux loweryi', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Xenoglaux loweryi,3595776,Xenoglaux loweryi
otu645,Mino kreffti,Mino kreffti,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Mino kreffti', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Mino kreffti,218735,Mino kreffti
otu6450,Glaucidium brodiei,Taenioptynx brodiei,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Taenioptynx brodiei', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Glaucidium brodiei,3595686,Taenioptynx brodiei
otu6451,Margarobyas lawrencii,Margarobyas lawrencii,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Margarobyas lawrencii', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Margarobyas lawrencii,3595769,Margarobyas lawrencii
otu6452,Ninox novaeseelandiae,Ninox novaeseelandiae,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ninox novaeseelandiae', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ninox novaeseelandiae,285637,Ninox novaeseelandiae
otu6453,Ninox connivens,Ninox connivens,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ninox connivens', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ninox connivens,404895,Ninox connivens
otu6454,Ninox rudolfi,Ninox rudolfi,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ninox rudolfi', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ninox rudolfi,475892,Ninox rudolfi
otu6455,Ninox squamipila,Ninox squamipila,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ninox squamipila', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ninox squamipila,404896,Ninox squamipila
otu6456,Ninox boobook fusca,Ninox fusca,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ninox fusca', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ninox boobook fusca,7068888,Ninox fusca
otu6457,Ninox boobook rotiensis,Ninox rotiensis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ninox rotiensis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ninox boobook rotiensis,7068891,Ninox rotiensis
otu6458,Ninox natalis,Ninox natalis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ninox natalis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ninox natalis,829320,Ninox natalis
otu6459,Ninox strenua,Ninox strenua,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ninox strenua', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ninox strenua,525625,Ninox strenua
otu646,Mino anais,Mino anais,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Mino anais', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Mino anais,968670,Mino anais
otu6460,Ninox rufa,Ninox rufa,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ninox rufa', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ninox rufa,970646,Ninox rufa
otu6461,Sceloglaux albifacies,Sceloglaux albifacies,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Sceloglaux albifacies', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Sceloglaux albifacies,3595768,Sceloglaux albifacies
otu6462,Ninox philippensis,Ninox philippensis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ninox philippensis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ninox philippensis,767823,Ninox philippensis
otu6463,Ninox scutulata,Ninox scutulata,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ninox scutulata', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ninox scutulata,546091,Ninox scutulata
otu6464,Ninox japonica,Ninox japonica,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Ninox japonica', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Ninox japonica,3595710,Ninox japonica
otu6465,Uroglaux dimorpha,Uroglaux dimorpha,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Uroglaux dimorpha', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Uroglaux dimorpha,3595766,Uroglaux dimorpha
otu6466,Phodilus badius,Phodilus badius,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Phodilus badius', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Phodilus badius,842854,Phodilus badius
otu6467,Tyto alba,Tyto alba,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Tyto alba', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Tyto alba,1065606,Tyto alba
otu6468,Tyto glaucops,Tyto glaucops,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Tyto glaucops', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Tyto glaucops,1072270,Tyto glaucops
otu6469,Tyto tenebricosa,Tyto tenebricosa,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Tyto tenebricosa', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Tyto tenebricosa,496495,Tyto tenebricosa
otu647,Basilornis mirandus,Goodfellowia miranda,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Goodfellowia miranda', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Basilornis mirandus,164809,Goodfellowia miranda
otu6470,Tyto capensis,Tyto capensis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Tyto capensis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Tyto capensis,794579,Tyto capensis
otu6471,Tyto longimembris,Tyto longimembris,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Tyto longimembris', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Tyto longimembris,799259,Tyto longimembris
otu6472,Tyto novaehollandiae,Tyto novaehollandiae,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Tyto novaehollandiae', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Tyto novaehollandiae,799262,Tyto novaehollandiae
otu6473,Penelopides manillae,Penelopides manillae,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Penelopides manillae', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Penelopides manillae,6910,Penelopides manillae
otu6474,Penelopides mindorensis,Penelopides mindorensis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Penelopides mindorensis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Penelopides mindorensis,3600743,Penelopides mindorensis
otu6475,Penelopides affinis,Penelopides affinis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Penelopides affinis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Penelopides affinis,6908,Penelopides affinis
otu6476,Penelopides samarensis,Penelopides samarensis,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Penelopides samarensis', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Penelopides samarensis,4130577,Penelopides samarensis
otu6477,Penelopides panini,Penelopides panini,['ot_2343_tree1.nex'],"[{'phyloTreeTipLabel': 'Penelopides panini', 'phyloTreeFileName': 'ot_2343_tree1.nex'}]",Penelopides panini,785187,Penelopides panini
